M People - Search for the Hero,M People,pop
My Bloody Valentine - When You Sleep,My Bloody Valentine,rock
La Dispute- To Withstand The Force Of Storms,La Dispute,hip hop
No Cash - Pierce The Gates,No Cash,rock
Plastician - Japan,Plastician,dance
Julian Plenti - "Games For Days",Julian Plenti,other
Cage The Elephant - In One Ear,Cage The Elephant,rock
La plage - Yann Tiersen,Yann Tiersen,pop
God Is An Astronaut- Forever Lost,God Is An Astronaut,rock
MONO - Follow The Map,MONO,rock
The Kooks - Junk Of The Heart (Happy),The Kooks,rock
Lily Allen - Knock Em Out,Lily Allen,pop
Genres:
rock,6
hip hop,1
pop,3
electronic,0
r&b,0
dance,1
folk,0
jazz,0
classic,0
soundtrack,0
other,1
